world66_path,world66_title,wikivoyage_title,world66_pois,wikivoyage_listings,wv_type,wv_name,candidate_score,candidate_status,reason,wv_lat,wv_lng,best_w66_title,best_w66_path,best_match_score,best_distance_km,parent_distance_km,candidate_flags,external_url,source_url
europe/finland/lieksa,Lieksa,Lieksa,9,16,do,Pikkukili,0.83,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,63.06,30.267,Lake Pielinen,europe/finland/lieksa/lake_pielinen,0.364,35.512,31.246,has_external_url; day_trip_review,http://www.pikkukili.net,https://en.wikivoyage.org/wiki/Lieksa
asia/china/sichuanprovince/chengdu,Chengdu,Chengdu,44,95,do,Floraland,0.83,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,30.72482,103.82039,New Century Global Center,asia/china/sichuanprovince/chengdu/new_century_global_center,0.294,28.639,29.007,has_external_url; day_trip_review,http://www.ifloraland.com/,https://en.wikivoyage.org/wiki/Chengdu
europe/hungary/debrecen,Debrecen,Debrecen,17,130,see,Nyíracsád,0.83,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,47.606,21.972,Halászcsárda,europe/hungary/debrecen/halaszcsarda,0.476,27.422,27.251,has_external_url; day_trip_review,https://m.facebook.com/nyiracsad/,https://en.wikivoyage.org/wiki/Debrecen
northamerica/unitedstates/california/centralcoast/monterey/bigsur,Big Sur,Big Sur,3,22,see,Point Sur Lighthouse,0.83,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,36.305,-121.8986,Big Sur,northamerica/unitedstates/california/centralcoast/monterey/bigsur/big_sur,0.37,,34.919,has_external_url; day_trip_review,http://www.pointsur.org,https://en.wikivoyage.org/wiki/Big_Sur
asia/china/shandong_province/zibo,Zibo,Zibo,5,45,see,Qi Heritage Museum,0.83,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,36.8192,118.3713,Zibo Museum of Ceramics,asia/china/shandong_province/zibo/zibo_ceramics_museum,0.39,28.884,28.884,has_external_url; day_trip_review,http://m.qiheritagemuseum.com/,https://en.wikivoyage.org/wiki/Zibo
southamerica/colombia/santamarta,Santa Marta,Santa Marta,9,33,do,Sierra Nevada de Santa Marta National Natural Park,0.83,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,10.84,-73.69,Cathedral of Santa Marta,southamerica/colombia/santamarta/cathedral,0.451,71.616,71.219,has_external_url; day_trip_review,https://old.parquesnacionales.gov.co/portal/en/ecotourism/caribbean-region/sierra-nevada-de-santa-marta-national-natural-park/,https://en.wikivoyage.org/wiki/Santa_Marta
asia/china/hainanisland/wanning,Wanning,Wanning,5,24,see,Xinglong Coffee Valley,0.83,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,18.757946909444335,110.14815047162799,Xinglong Overseas Chinese Museum,asia/china/hainanisland/wanning/xinglong_overseas_chinese_museum,0.519,6.681,26.923,has_external_url; day_trip_review,http://www.xlcoffeevalley.com/,https://en.wikivoyage.org/wiki/Wanning
northamerica/unitedstates/washington/olympicnationalpark,Olympic National Park,Olympic National Park,10,49,see,Queets Corridor,0.83,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,47.626,-124.0169,Quinault Rain Forest,northamerica/unitedstates/washington/olympicnationalpark/quinault_rain_forest,0.343,21.779,54.377,has_external_url; day_trip_review,http://www.nps.gov/olym/planyourvisit/queets-river-trail.htm,https://en.wikivoyage.org/wiki/Olympic_National_Park
northamerica/unitedstates/california/big_sur,Big Sur,Big Sur,0,22,see,Point Sur Lighthouse,0.83,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,36.305,-121.8986,,,0.0,,34.919,has_external_url; day_trip_review,http://www.pointsur.org,https://en.wikivoyage.org/wiki/Big_Sur
northamerica/unitedstates/northdakota/williston,Williston,Williston (North Dakota),8,27,see,Missouri-Yellowstone Confluence Interpretive Center,0.83,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,47.985,-103.989,James Memorial Arts Center,northamerica/unitedstates/northdakota/williston/james_memorial_arts_center,0.416,,32.667,has_external_url; day_trip_review,http://history.nd.gov/historicsites/mycic/index.html,https://en.wikivoyage.org/wiki/Williston_%28North_Dakota%29
northamerica/unitedstates/iowa/desmoines,Des Moines,Des Moines,20,131,do,Big Creek State Lake and Park,0.83,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,41.815556,-93.758889,Greater Des Moines Botanical Garden,northamerica/unitedstates/iowa/desmoines/botanical_garden,0.467,27.649,27.754,has_external_url; day_trip_review,http://www.iowadnr.com/parks/state_park_list/big_creek.html,https://en.wikivoyage.org/wiki/Des_Moines
asia/china/hebei/zhangjiakou,Zhangjiakou,Zhangjiakou,4,9,do,Genting Resort Secret Garden,0.83,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,40.94742080990746,115.41613047125915,Chongli Ski Resorts,asia/china/hebei/zhangjiakou/chongli_ski_resorts,0.426,11.835,48.799,has_external_url; day_trip_review,http://www.secretgardenresorts.com/,https://en.wikivoyage.org/wiki/Zhangjiakou
asia/china/shandong_province/jining,Jining,Jining (Shandong),10,13,see,Baoxiang Temple,0.83,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,35.731681,116.482862,Jining Confucius Temple,asia/china/shandong_province/jining/jining_confucius_temple,0.526,37.311,37.913,has_external_url; day_trip_review,http://dabaoxiangsi.com/,https://en.wikivoyage.org/wiki/Jining_%28Shandong%29
asia/china/hainanisland/haikou,Haikou,Haikou,11,64,see,Dongzhai Harbor National Nature Reserve,0.83,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,19.9517206347,110.5762716423,Hainan Duty-Free Shopping,asia/china/hainanisland/haikou/duty_free_shopping,0.375,45.189,41.136,has_external_url; day_trip_review,http://hndzg.haikou.gov.cn/,https://en.wikivoyage.org/wiki/Haikou
asia/china/fujianprovince/putian,Putian,Putian,5,25,see,"Temple of Mazu, Goddess of the Sea",0.83,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,25.093033,119.140426,Xinghua Rice Noodles,asia/china/fujianprovince/putian/xinghua_rice_noodles,0.286,40.676,40.676,has_external_url; day_trip_review,http://www.mzmz.org.cn/,https://en.wikivoyage.org/wiki/Putian
southamerica/peru/trujillo,Trujillo,Trujillo (Peru),11,8,see,El Brujo Archaeological Site,0.83,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,-7.91436,-79.30392,Museo de Arqueología de la Universidad de Trujillo,southamerica/peru/trujillo/museo_de_arqueologia,0.459,37.734,37.407,has_external_url; day_trip_review,https://www.elbrujo.pe/en/,https://en.wikivoyage.org/wiki/Trujillo_%28Peru%29
northamerica/costarica/liberia,Liberia,Liberia (Costa Rica),2,27,do,Rincon de la Vieja National Park,0.83,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,10.83,-85.323889,Hacienda Guachipelín,northamerica/costarica/liberia/hacienda_guachipel,0.391,11.839,25.4,has_external_url; day_trip_review,http://www.acguanacaste.ac.cr/1997/principaling.html,https://en.wikivoyage.org/wiki/Liberia_%28Costa_Rica%29
africa/kenya/thecoast/mombasa,Mombasa,Mombasa,20,137,see,Shimba Hills National Reserve,0.83,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,-4.257847,39.388489,Mamba Village,africa/kenya/thecoast/mombasa/mamba_village,0.429,43.744,38.558,has_external_url; day_trip_review,http://www.kws.go.ke/content/shimba-hills-national-reserve,https://en.wikivoyage.org/wiki/Mombasa
europe/germany/lowersaxony/hameln,Hameln,Hamelin,7,25,see,Schloß Bückeburg and Hofreitschule,0.83,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,52.258889,9.043611,Leisthaus and Stiftsherrenhaus,europe/germany/lowersaxony/hameln/leisthaus,0.413,27.591,27.402,has_external_url; day_trip_review,http://www.schloss-bueckeburg.de/,https://en.wikivoyage.org/wiki/Hamelin
northamerica/unitedstates/arizona/scottsdale,Scottsdale,Scottsdale (Arizona),18,37,do,Wave and Ridge,0.83,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,33.419153,-111.538178,Frank Lloyd Wright Spire,northamerica/unitedstates/arizona/scottsdale/wright_spire,0.421,42.905,36.936,has_external_url; day_trip_review,https://waveandridge.com,https://en.wikivoyage.org/wiki/Scottsdale_%28Arizona%29
northamerica/unitedstates/montana/billings,Billings,Billings,14,43,see,Pompeys Pillar National Monument,0.83,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,45.9953,-108.006,Yellowstone Art Museum,northamerica/unitedstates/montana/billings/yellowstone_art_museum,0.407,45.241,44.963,has_external_url; day_trip_review,http://www.pompeyspillar.org/,https://en.wikivoyage.org/wiki/Billings
europe/belarus/minsk,Minsk,Minsk,27,78,see,Khatyn Memorial Complex,0.83,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,54.334444,27.943611,Maly Trostenets Memorial,europe/belarus/minsk/maly_trostenets,0.511,56.553,54.095,has_external_url; day_trip_review,http://www.khatyn.by,https://en.wikivoyage.org/wiki/Minsk
northamerica/canada/britishcolumbia/princegeorge,Prince George,Prince George,5,41,see,Huble Homestead,0.83,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,54.21045,-122.53871,Forests for the World,northamerica/canada/britishcolumbia/princegeorge/forests_for_the_world,0.312,34.898,35.733,has_external_url; day_trip_review,https://www.hublehomestead.ca/,https://en.wikivoyage.org/wiki/Prince_George
northamerica/canada/newbrunswick/fredericton,Fredericton,Fredericton,6,71,see,King's Landing,0.83,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,45.8651,-66.9692,Historic Garrison District,northamerica/canada/newbrunswick/fredericton/historic_garrison_district,0.35,27.544,27.555,has_external_url; day_trip_review,http://www.kingslanding.nb.ca/,https://en.wikivoyage.org/wiki/Fredericton
europe/sweden/ume,Umeå,Umeå,9,52,see,Mickelbo Gård,0.83,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,64.147548,20.168792,Umeå City Church,europe/sweden/ume/umea_city_church,0.357,36.344,36.087,has_external_url; day_trip_review,http://www.mickelbo.se/,https://en.wikivoyage.org/wiki/Ume%C3%A5
europe/ukraine/lviv,Lviv,Lviv,12,176,see,Rava-Rus'ka,0.83,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,50.232,23.621,Gasova Lampa,europe/ukraine/lviv/gasova_lampa,0.435,52.231,52.35,has_external_url; day_trip_review,http://rava.org.ua/,https://en.wikivoyage.org/wiki/Lviv
southamerica/ecuador/guayaquil,Guayaquil,Guayaquil,15,26,do,Reserva Ecologica Manglares Churute,0.83,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,-2.420602,-79.650016,Metropolitan Cathedral,southamerica/ecuador/guayaquil/metropolitan_cathedral,0.386,36.173,36.738,has_external_url; day_trip_review,https://www.ambiente.gob.ec/reserva-ecologica-manglares-churute/,https://en.wikivoyage.org/wiki/Guayaquil
europe/finland/mikkeli,Mikkeli,Mikkeli,5,34,do,Astuvansalmi rock paintings,0.83,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,61.441667,27.541667,Savilahti Stone Sacristy,europe/finland/mikkeli/savilahti_stone_sacristy,0.275,31.417,30.838,has_external_url; day_trip_review,http://visitmikkeli.fi/en/services/astuvansalmi-rock-paintings,https://en.wikivoyage.org/wiki/Mikkeli
europe/finland/hameenlinna,Hameenlinna,Hämeenlinna,5,31,do,Evo Hiking Area,0.83,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,61.195913,25.107482,Hämeenlinna Art Museum,europe/finland/hameenlinna/hameenlinna_art_museum,0.378,41.026,41.023,has_external_url; day_trip_review,https://www.nationalparks.fi/evo,https://en.wikivoyage.org/wiki/H%C3%A4meenlinna
asia/china/liaoning/jinzhou,Jinzhou,Jinzhou,5,8,see,Sino-German Paleontological Museum,0.83,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,41.57153493284684,121.13319432238517,Yizhou Fossil Museum,asia/china/liaoning/jinzhou/yizhou_fossil_museum,0.37,50.575,50.575,has_external_url; day_trip_review,http://en.dinosaurchina.com/,https://en.wikivoyage.org/wiki/Jinzhou
europe/hungary/budapest,Budapest,Budapest,57,94,see,Arboretum of Alcsút,0.83,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,47.42577,18.60256,Tomb of Gul Baba,europe/hungary/budapest/tombofglbuba,0.457,34.01,33.864,has_external_url; day_trip_review,http://www.dinpi.hu/alcsutiarboretum,https://en.wikivoyage.org/wiki/Budapest
asia/thailand/chiangrai,Chiang Rai,Chiang Rai,14,71,see,Baan Dam - Black House Museum,0.83,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,19.99214,99.86055,Oub Kham Museum,asia/thailand/chiangrai/oub_kham_museum,0.429,9.329,32.482,has_external_url; day_trip_review,http://www.thawan-duchanee.com/baandum_eng/demo.html,https://en.wikivoyage.org/wiki/Chiang_Rai
asia/china/hainanisland/sanya,Sanya,Sanya,22,19,see,Sanya Natural History Museum,0.83,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,18.30490813908223,109.15006368104343,Sanya International Duty Free Mall,asia/china/hainanisland/sanya/sanya_duty_free_mall,0.548,63.444,37.744,has_external_url; day_trip_review,https://weibo.com/p/1001062720850697?is_all=1,https://en.wikivoyage.org/wiki/Sanya
asia/china/hubei/shiyan,Shiyan,Shiyan,3,10,see,Wudang Mountains,0.83,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,32.46345104,111.05761847,Dongfeng Museum,asia/china/hubei/shiyan/dongfeng_museum,0.452,34.013,30.655,has_external_url; day_trip_review,http://ly.wudangshan.gov.cn/,https://en.wikivoyage.org/wiki/Shiyan
