world66_path,world66_title,wikivoyage_title,world66_pois,wikivoyage_listings,wv_type,wv_name,candidate_score,candidate_status,reason,wv_lat,wv_lng,best_w66_title,best_w66_path,best_match_score,best_distance_km,parent_distance_km,candidate_flags,external_url,source_url
asia/china/hubei/shiyan,Shiyan,Shiyan,3,10,see,South Cliff Palace,0.83,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,32.42334412,111.01186682,Shiyan People's Park and Qinba Mountains View,asia/china/hubei/shiyan/shiyan_city_park,0.254,30.37,30.652,has_external_url; day_trip_review,http://ly.wudangshan.gov.cn/bdhxjq_33635/201701/t20170123_996409.shtml,https://en.wikivoyage.org/wiki/Shiyan
asia/vietnam/nhatrang,Nha Trang,Nha Trang,10,66,do,Yang Bay tourist park,0.83,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,12.1915757,108.9117408,Thap Ba Hot Springs,asia/vietnam/nhatrang/thap_ba_hot_springs,0.5,29.389,40.841,has_external_url; day_trip_review,http://yangbay.khatoco.com/,https://en.wikivoyage.org/wiki/Nha_Trang
asia/vietnam/hochiminhcity,Ho Chi Minh City,Ho Chi Minh City,56,178,do,Dai Nam Tourist Park,0.83,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,11.0432,106.6235,Suối Tiên Theme Park,asia/vietnam/hochiminhcity/suoi_tien_park,0.5,30.015,30.977,has_external_url; day_trip_review,http://www.khudulichdainam.vn/,https://en.wikivoyage.org/wiki/Ho_Chi_Minh_City
northamerica/unitedstates/arizona/williams,Williams,Williams (Arizona),4,17,see,Planes of Fame Air Museum,0.83,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,35.647603,-112.1414,Grand Canyon Railway,northamerica/unitedstates/arizona/williams/grand_canyon_railway,0.311,44.297,44.471,has_external_url; day_trip_review,http://planesoffame.org,https://en.wikivoyage.org/wiki/Williams_%28Arizona%29
northamerica/mexico/merida,Mérida,Mérida (Mexico),23,119,do,Hacienda Yaxcopoil,0.83,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,20.74459,-89.72219,Henequen Haciendas,northamerica/mexico/merida/haciendas,0.444,6.568,26.818,has_external_url; day_trip_review,http://www.yaxcopoil.com/,https://en.wikivoyage.org/wiki/M%C3%A9rida_%28Mexico%29
africa/congobrazzaville/pointenoire,Pointe-Noire,Pointe-Noire,9,12,do,Tchimpounga Animal Sanctuary,0.83,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,-4.5265,11.829,Cathédrale Saint-Pierre-Apôtre,africa/congobrazzaville/pointenoire/st_peter_cathedral,0.379,31.08,28.105,has_external_url; day_trip_review,https://www.facebook.com/tchimpounga/,https://en.wikivoyage.org/wiki/Pointe-Noire
europe/greece/prefecture_of_serres/serres,Serres,Serres,8,8,see,Agistro thermal bath,0.83,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,41.36789,23.42798,Plateia Eleftherias,europe/greece/prefecture_of_serres/serres/plateia_eleftherias,0.41,32.431,32.42,has_external_url; day_trip_review,http://www.hamamagistro.gr/,https://en.wikivoyage.org/wiki/Serres
asia/china/shanxiprovince/datong,Datong,Datong,5,31,see,Heng Mountain,0.83,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,39.665384,113.724568,Hanging Monastery (Xuankong Si),asia/china/shanxiprovince/datong/hanging_monastery,0.533,0.584,59.964,has_external_url; day_trip_review,http://www.byhs.net/Index.html,https://en.wikivoyage.org/wiki/Datong
northamerica/unitedstates/arizona/yuma,Yuma,Yuma,6,33,see,Castle Dome Mine Museum,0.83,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,33.04017,-114.175421,Martinez Lake,northamerica/unitedstates/arizona/yuma/martinez_lake,0.333,26.372,54.285,has_external_url; day_trip_review,http://castledomemuseum.org/,https://en.wikivoyage.org/wiki/Yuma
asia/china/fujianprovince/putian,Putian,Putian,5,25,do,Mazu's birthday,0.83,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,25.1094,119.1188,Southern Shaolin Monastery,asia/china/fujianprovince/putian/southern_shaolin_monastery,0.244,37.13,38.282,has_external_url; day_trip_review,https://baike.baidu.com/item/%E5%A6%88%E7%A5%96%E8%8A%82/6241739?utm_source=chatgpt.com,https://en.wikivoyage.org/wiki/Putian
asia/india/kerala/munnar,Munnar,Munnar,5,54,see,Chinnar Wildlife Sanctuary,0.83,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,10.3068,77.20602,Eravikulam National Park,asia/india/kerala/munnar/eravikulam_national_park,0.24,25.493,29.196,has_external_url; day_trip_review,http://chinnar.org/,https://en.wikivoyage.org/wiki/Munnar
europe/hungary/pecs,Pécs,Pécs,9,63,see,Gemenc Forest Nature Park,0.83,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,46.205,18.833,Zsolnay Cultural Quarter,europe/hungary/pecs/zsolnay_cultural_quarter,0.367,48.827,48.754,has_external_url; day_trip_review,http://www.gemenczrt.hu/,https://en.wikivoyage.org/wiki/P%C3%A9cs
europe/russia/karelia/kizhi,Kizhi,Kizhi,0,5,see,Church of the Transfiguration,0.83,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,62.06779,35.223552,,,0.0,,55.598,has_external_url; day_trip_review,https://kizhi.karelia.ru/architecture/russkie-zaonezhya/tserkov-preobrazheniya-gospodnya,https://en.wikivoyage.org/wiki/Kizhi
southamerica/paraguay/filadelfia,Filadelfia,Filadelfia,4,30,see,Centro Chaqueño para la Conservación e Investigación,0.83,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,-22.35591,-60.338674,Cooperativa Fernheim,southamerica/paraguay/filadelfia/fernheim_cooperative,0.29,31.298,31.214,has_external_url; day_trip_review,http://www.cccipy.org/,https://en.wikivoyage.org/wiki/Filadelfia
northamerica/unitedstates/montana/bozeman,Bozeman,Bozeman,7,37,see,Lee Metcalf Wilderness Area,0.83,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,45.1333,-111.45,Main Street,northamerica/unitedstates/montana/bozeman/main_street,0.368,68.745,68.499,has_external_url; day_trip_review,https://www.fs.usda.gov/detailfull/bdnf/specialplaces/%3Fcid%3Dfsm9_003374,https://en.wikivoyage.org/wiki/Bozeman
northamerica/belize/belmopan,Belmopan,Belmopan,6,25,see,Belize Zoo,0.83,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,17.353611,-88.549722,Belize Archives and Records Service,northamerica/belize/belmopan/belize_archives_and_records_service,0.356,25.839,25.705,has_external_url; day_trip_review,http://www.belizezoo.org,https://en.wikivoyage.org/wiki/Belmopan
australiaandpacific/australia/northernterritory/darwin,Darwin,Darwin,22,61,do,Batchelor Butterfly and Petting Farm,0.83,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,-13.046368,131.023613,Bicentennial Park,australiaandpacific/australia/northernterritory/darwin/bicentennial_park,0.377,68.171,68.094,has_external_url; day_trip_review,http://www.butterflyfarm.net/,https://en.wikivoyage.org/wiki/Darwin
europe/greece/kavala,Kavala,Kavala,14,95,see,Rhodope Mountains National Park,0.83,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,41.358,24.28663,House of Mehmet Ali,europe/greece/kavala/mehmet_ali_house,0.36,48.349,47.992,has_external_url; day_trip_review,https://www.fdor.gr/index.php,https://en.wikivoyage.org/wiki/Kavala
northamerica/unitedstates/california/big_sur,Big Sur,Big Sur,0,22,do,Point Lobos State Reserve,0.83,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,36.5171,-121.9426,,,0.0,,53.577,has_external_url; day_trip_review,http://www.parks.ca.gov/pointlobos,https://en.wikivoyage.org/wiki/Big_Sur
europe/hungary/pecs,Pécs,Pécs,9,63,see,Zselic hills,0.83,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,46.2,17.85,Vasarely Museum,europe/hungary/pecs/vasarely_museum,0.37,32.024,32.042,has_external_url; day_trip_review,http://www.zselica.hu/archivesites/zselica/pages/f03a.htm,https://en.wikivoyage.org/wiki/P%C3%A9cs
asia/china/shanxiprovince/jincheng,Jincheng,Jincheng,8,29,see,Manghe National Nature Reserve,0.83,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,35.266926,112.441912,Huangcheng Chancellor's Residence,asia/china/shanxiprovince/jincheng/huangcheng_chancellors_residence,0.476,61.571,44.544,has_external_url; day_trip_review,http://www.mhbhq.cn/,https://en.wikivoyage.org/wiki/Jincheng
northamerica/unitedstates/colorado/durango,Durango,Durango (Colorado),12,28,do,Purgatory at Durango Mountain Resort,0.83,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,37.6297,-107.814,Durango Fish Hatchery,northamerica/unitedstates/colorado/durango/durango_fish_hatchery,0.386,39.105,39.612,has_external_url; day_trip_review,http://durangomountainresort.com,https://en.wikivoyage.org/wiki/Durango_%28Colorado%29
northamerica/unitedstates/montana/deer_lodge_1,Deer Lodge,Deer Lodge,2,17,see,Grant-Kohrs Ranch National Historic Site,0.83,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,46.406176,-112.736639,Old Montana Prison Museum,northamerica/unitedstates/montana/deer_lodge_1/old_montana_prison,0.277,1.058,45.699,has_external_url; day_trip_review,https://www.nps.gov/grko/index.htm,https://en.wikivoyage.org/wiki/Deer_Lodge
southamerica/chile/puntaarenas,Punta Arenas,Punta Arenas,28,58,see,Puerto del Hambre,0.83,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,-53.6137,-70.9313,Monumento al Ovejero,southamerica/chile/puntaarenas/monumento_al_ovejero,0.424,51.22,50.188,has_external_url; day_trip_review,http://www.phipa.cl,https://en.wikivoyage.org/wiki/Punta_Arenas
northamerica/canada/britishcolumbia/revelstoke,Revelstoke,Revelstoke,6,18,see,The Enchanted Forest,0.83,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,50.971969,-118.565363,Revelstoke Mountain Resort,northamerica/canada/britishcolumbia/revelstoke/revelstoke_mountain_resort,0.381,29.396,26.04,has_external_url; day_trip_review,https://www.enchantedforestbc.com/,https://en.wikivoyage.org/wiki/Revelstoke
asia/china/hunan/zhuzhou,Zhuzhou,Zhuzhou,4,48,see,Liling Porcelain Valley Art Museum,0.83,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,27.685847,113.469963,Xiangjiang River Scenic Belt,asia/china/hunan/zhuzhou/xiangjiang_scenic_belt,0.387,37.131,36.152,has_external_url; day_trip_review,http://www.lilinghzzx.com/lilinghzzx/vip_doc/13901472.html,https://en.wikivoyage.org/wiki/Zhuzhou
northamerica/canada/novascotia/halifax,Halifax,Halifax,23,106,see,Atlantic Canada Aviation Museum,0.83,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,44.8772,-63.5333,Africville Museum,northamerica/canada/novascotia/halifax/africville_museum,0.5,23.033,25.756,has_external_url; day_trip_review,https://acamuseum.ca/,https://en.wikivoyage.org/wiki/Halifax
